DisNo.,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$),Date,Index,Temperature (C),Wind Speed (km/h),Precipitation (mm),News Headlines
2002-0183-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Tennessee, Virginia, Kentucky, Ohio, Arkansas, Oklahoma, Texas provinces",Heavy rain,,,35390.0,Km2,,,2002,3,17,2002,3,24.0,7.0,,2000.0,,2000.0,76000.0,2002-03-17,92,,,,"['Lecture Series Dec2017 Weight Watching From Space Tracking Earths Water Cycle With Grace Follow On', ""What Earth's gravity reveals about climate change"", 'At 10, GRACE Continues Defying, and Defining, Gravity', 'GRACE Mission: 15 Years of Watching Water on Earth', '15 years of GRACE: Satellite mission flies thrice its planned time', 'Images of Gale #14']"
2002-0184-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Lincoln district (New Mexico province),,,,149.0,Km2,,,2002,3,1,2002,3,,,,,1300.0,1300.0,5000.0,2002-03-01,93,,,,"['March 1-2, 2002 Snow Totals', 'Shadow Government Is at Work in Secret']"
2002-0266-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Pike district (Kentucky province), Virginia province",Heavy rain,,,,Km2,,,2002,5,2,2002,5,8.0,9.0,,1000.0,,1000.0,13000.0,2002-05-02,96,,,,"['When Plants Say ""Ouch""']"
2002-0283-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Happy town (Randall, Swisher districts, Texas province)",,,,,Kph,,,2002,5,5,2002,5,5.0,2.0,3.0,150.0,30.0,183.0,,2002-05-05,97,,,,[]
2002-0287-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Wayne, Jefferson districts (Illinois province)",,,,,Kph,,,2002,4,21,2002,4,21.0,1.0,12.0,,,12.0,4000.0,2002-04-21,98,,,,[]
2002-0310-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Breckinridge, Meade, Crittenden, Webster, Hopkins, Ohio, Hardin, Edmonson districts (Kentucky province), Bollinger, Howell districts (Missouri province), Charles, Calvert, Dorchester, Wicomico, Cecil districts (Maryland province), Illinois (Clay,Union, Johnson,Pope, Moultrie, Saline, Bond), Gordon district (Georgia province), Atchison district (Kansas province), Erie, Allegany districts (New York province), Stark district (Ohio province), Indiana, Mercer, Venango, Butler, Armstrong, Columbia, Lebanon, Allegheny districts (Pennsylvania province), Rutherford, Lake, Henry, Carter districts (Tennessee province), Virginia (Shenandoah, Greensville, Bedford, (Campbell, Nottoway, Prince George), Marshall district (West Virginia province), Pontotoc, Chickasaw districts (Mississippi province), Perry district (Indiana province)",,,,290.0,Kph,,,2002,4,27,2002,5,3.0,10.0,100.0,,,100.0,2200000.0,2002-04-27,101,,,,[]
2002-0312-USA,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,Arizona province,,,,145.0,Km2,,,2002,4,1,2002,4,,,,,,,,2002-04-01,102,,,,"['Environmental Protection Indicators for California (EPIC) Products', 'Wild Ice-Core Interpretations by Uniformitarian Scientists', 'Fig. 1. Map of the study area. Pink Mountain is located on the eastern...']"
2002-0331-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Georgia, Alaska provinces",,,,414.0,Km2,,,2002,5,1,2002,5,,,,,,,,2002-05-01,103,,,,"['Islam: Resistance and reform', 'King of all tides']"
2002-0351-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Colorado province,,,,770.0,Km2,,,2002,6,8,2002,6,8.0,,,1500.0,72.0,1572.0,20000.0,2002-06-08,104,,,,"['Over 20 years, the Hayman fire’s footprint opened a window into Colorado wildfire future']"
2002-0355-USA,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,Arizona province,,,,,°C,,,2002,6,1,2002,6,,14.0,,,,,,2002-06-01,105,,,,"['The Future of the Boreal Forest', 'The Post 9/11 Transponder', 'Parliamentary career for Sir Jeffrey M Donaldson']"
2002-0379-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Arizona province,,,,1320.0,Km2,,,2002,6,20,2002,6,20.0,,,,1269.0,1269.0,200500.0,2002-06-20,107,,,,"['How the Clean Smokestacks Act breathed new life into NC air quality 20 years ago', 'German Soldiers Restore School in Afghanistan']"
2002-0404-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Fort Frances, Rainy River, Alberton, Atikokan, Chapple, Dawson, Emo, La Vallee cities (Kenora district, Ontario province), Ignace, Lake of the Woods, Nestor Falls, Sioux Narrows, Machin cities (Rainy river district, Ontario province)",Heavy rain,,,5530.0,Km2,,,2002,6,9,2002,6,12.0,,,,,,,2002-06-09,108,,,,['ðŸ“¬ Weekly Obsession: Space debris']
2002-0409-CAN,Climatological,Wildfire,Forest fire,,CAN,Canada,Northern America,Americas,"Lac-Saint-Jean-Est, Le Domaine-du-Roy, Le Saguenay-et-son-Fjord, Maria-Chapdelaine, Nord-du-Québec districts (Quebec / Québec province)",,,,2670.0,Km2,,,2002,7,1,2002,7,,,,600.0,,600.0,,2002-07-01,109,,,,"['What is the purpose of the International Criminal Court?', 'China’s “War on Terror”', 'Table 1 : Major Economic Reforms in North Korea, 1 July 2002 (Unit:...', 'Failed States in a World of Terror']"
2002-0411-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Comal, Guadalupe, Bandera, Uvalde, McMullen, Taylor districts (Texas province)",Heavy rain,,,108300.0,Km2,,,2002,6,30,2002,7,23.0,10.0,,144000.0,,144000.0,1000000.0,2002-06-30,110,,,,"[""End of Its Merger Run Led to WorldCom's Fall""]"
2002-0569-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Ladysmith city (Rusk district, Wisconsin province)",,,,,Kph,,,2002,9,5,2002,9,5.0,,36.0,450.0,51.0,537.0,20000.0,2002-09-05,114,,,,['Days of wine and . . . .milk?']
2002-0600-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Georgia province,Heavy rain,,,5460.0,Km2,,,2002,9,21,2002,9,24.0,,,750.0,,750.0,,2002-09-21,116,,,,[]
2002-0618-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Claremont, Glendora, La Verne areas (Los Angeles district, California province))",,,,93.0,Km2,,,2002,9,22,2002,9,22.0,,,2000.0,213.0,2213.0,,2002-09-22,117,,,,"['Pia10241 Airs Mean Carbon Monoxide At 500 Millibar September 22 29 2002', 'IslandWood, an environmental learning center on Bainbridge Island, op', '7 Major Protests That Happened In London In The 21st Century']"
2002-0625-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Oregon province,,,,2023.0,Km2,,,2002,7,1,2002,7,,,,,,,,2002-07-01,118,,,,"['What is the purpose of the International Criminal Court?', 'China’s “War on Terror”', 'Table 1 : Major Economic Reforms in North Korea, 1 July 2002 (Unit:...', 'Failed States in a World of Terror']"
2002-0652-USA,Meteorological,Storm,Tropical cyclone,Isidore,USA,United States of America,Northern America,Americas,"Louisiane, Mississippi, Alabama, Tennessee provinces",,,,105.0,Kph,,,2002,9,26,2002,9,27.0,1.0,,13200.0,,13200.0,300000.0,2002-09-26,120,,,,"['Solid Waste Guidance Memos & Documents', 'Why did O.J. run to Miami, and what did he do during seven years here?', 'Deadlier Than the Titanic: A Ferry Set Out With About 1,900 Aboard. Only 64 Survived. (Published 2022)', 'The Queen of Quinkdom', 'US against 180+: Washington the solo dissenter to biological weapons verification regime in intl community', 'Arafat under siege, again']"
2002-0700-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",,,,200.0,Kph,,,2002,11,5,2002,11,10.0,36.0,115.0,3600.0,351.0,4066.0,700000.0,2002-11-05,121,,,,['Environmental visionary Raymond F. Dasmann dies at 83']
2002-0724-USA,Meteorological,Storm,Tropical cyclone,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,,,Kph,,,2002,10,3,2002,10,3.0,,,,,,2000000.0,2002-10-03,123,,,,['What should the world do about Saddam?']
2002-0751-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,,,Kph,,,2002,12,4,2002,12,5.0,30.0,,,,,450500.0,2002-12-04,125,,,,"['What the World Thinks in 2002', 'Scientists Locate Penguins by What They Leave Behind', 'Chapter 4: Global Publics View the United States']"
2002-0793-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Marin, Los Angeles, Santa Cruz districts (California province), Oregon, Nevada provinces",,,,,Kph,,,2002,12,19,2002,12,19.0,13.0,,,,,,2002-12-19,126,,,,"['Activists are split on a proposed wind project off Cape Cod', 'Getting Ready for Biological Warfare', 'Section - II : Major activities of various Sections/Cells']"
2002-0802-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Oklahoma, Massachusetts, New York, Arkansas, Missouri, New Mexico, Louisiana, Texas provinces",,,,,Kph,,,2002,12,23,2002,12,23.0,18.0,,,,,,2002-12-23,127,,,,['Fig. 2. Surface soil temperature in Lut Desert using Sebal algorithm on...']
2002-0880-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Fulton, Tioga, Broome, Oswego, Delaware, Dutchess districts (New York province), Wayne district (Pennsylvania province), Connecticut, Massachusetts, Michigan, New Hampshire, New Jersey, Ohio, Wisconsin provinces",,,,,Kph,,,2002,5,30,2002,6,1.0,1.0,47.0,,,47.0,,2002-05-30,129,,,,"['Climbing the Longs Peak Keyhole Route', ""The depths of destruction / Dynamite fishing ravages Philippines' precious coral reefs""]"
2003-0085-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",,,,,Kph,,,2003,2,14,2003,2,18.0,44.0,,120.0,,120.0,200000.0,2003-02-14,130,,,,"[""Weather History Reports: Valentine's Day"", 'Key Witness in Zimbabwe Trial Barred From Leaving Country - 2003-02-14', 'UK | Floods bring miserable start to 2003', 'Kogi drags Dangote to court over Obajana ownership']"
2003-0087-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Badger town (Division No. 6 district, Newfoundland and Labrador province)",Ice jams,,,1000.0,Km2,,,2003,2,15,2003,2,21.0,,,1100.0,,1100.0,,2003-02-15,131,,,,"['Opinion: The day the world said no to war, the ‘last grand carnival of humanity’', 'Reflecting on the 22 Years Since the World Said No to War', 'Opinion | February 15, 2003. The Day the World Said No to War.', 'Opinion | I Was Wrong About Why Protests Work (Published 2022)', ""Ranking Kentucky's Worst Winter Storms"", 'Where Were YOU On February 15, 2003 By Mike Ferner', 'The Big Dawg Storm: February 15 – 18, 2003', '‘It changed my life’: protesters look back on 2003 Stop the War march', '‘The second superpower’: The global protest that shook the world', 'The day the world said ‘No’ to war: Looking back on February 15, 2003', '15 February 2003: A million on the streets to stop the war']"
2003-0139-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,Flood|Hail,,,Kph,,,2003,3,18,2003,3,20.0,6.0,200.0,,186.0,386.0,5000000.0,2003-03-18,136,,,,"['Location Is Everything, but Climate Gets a Share: Analyzing Small-Scale Environmental Influences on Breeding Success in the White-Throated Dipper', 'Bush Gives Saddam Ultimatum', ""Russia's Putin Calls Iraq War A 'Mistake'"", 'Denver weather: Biggest March snowstorms and more numbers about the snowiest month', ""War or not, Iraq's environment a casualty"", 'Procter & Gamble Takes Over Wella', ""Activists jailed for painting 'No War' on Sydney Opera House (Archive)"", 'Previously secret 2003 cabinet documents reveal high-level conversations prior to Australia joining Iraq War', 'Elf Corruption Trial Reaches French Courts']"
2003-0147-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Denver, Boulder districts (Colorado province), Wyoming province",,Transport accident,,,Kph,,,2003,3,20,2003,3,20.0,3.0,,,,,25000.0,2003-03-20,137,,,,"['Exclusive: International conference in Kirkuk to tackle displacement crisis, says Migration Minister - Shafaq News', 'Iraq 20 Years After the Invasion: Humanitarian, Displacement, and Climate Change Challenges', 'The shadow of the Iraq war lingers on', 'TAE Tornado Outbreak of March 20, 2003', 'How the war in Iraq changed the world—and what change could come next', 'Livelihoods and Climate Change: Combining disaster risk reduction, natural resource management and climate change adaptation in a new approach to the reduction of vulnerability and poverty', 'Iraq, 20 Years Later: A Changed Washington and a Terrible Toll on America (Published 2023)', '20 Years After The Invasion Of Iraq, Americans Still Want The U.S. Involved In World Affairs', 'Forget the shot and chaser, Gen Z got the Iraq War hangover', ""US invasion of Iraq 20 years ago unleashed chaos and violence, not 'liberal democracy'"", '‘Engaged Buddhists’ take on world:', 'Deepwater variability in the Holocene epoch', 'Perspective | Daring and dangerous: The Army’s ‘thunder run’ to oust Saddam Hussein in 2003', 'Mecca Cola: A potshot at Coke? - Mar. 20, 2003']"
2003-0210-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,,,Kph,,,2003,5,4,2003,5,10.0,45.0,145.0,,15000.0,15145.0,4000000.0,2003-05-04,140,,,,"['May 4-8, 2003: Northern Alabama Flooding Event', 'Nonprofit Land Bank Amasses Billions']"
2003-0231-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Colchester, Cumberland districts (Nova Scotia/Nouvelle Ecosse province)","Heavy rains, snow melt",,,13530.0,Km2,,,2003,3,31,2003,4,3.0,2.0,,170.0,,170.0,10000.0,2003-03-31,141,,,,"['Arctic Sea Ice, 2002-2003', 'President Updates America on Operations Liberty Shield and Iraqi Freedom', 'Noam Chomsky’s Criticism of America', 'Fig. 2. Temperature of the Caspian Sea surface according to the IR...', 'SK Global finance chief quits', 'Halls Harbour citizens making progress on $20-million waterfront protection project']"
